2025-02-19 07:20:53.303975		None		None		74.03
2025-02-19 07:20:53.536937		None		None		73.83
2025-02-19 07:20:53.765652		None		None		74.22
2025-02-19 07:20:53.992887		None		None		74.13
2025-02-19 07:20:54.201585		None		None		74.03
2025-02-19 07:20:54.412655		None		None		74.13
2025-02-19 07:20:54.619824		None		None		73.74
2025-02-19 07:20:54.826630		None		None		74.81
2025-02-19 07:20:55.048171		None		None		73.93
2025-02-19 07:20:55.280656		None		None		74.13
2025-02-19 07:20:55.505804		None		None		73.93
2025-02-19 07:20:55.733048		None		None		74.42
2025-02-19 07:20:55.939592		None		None		74.03
2025-02-19 07:20:56.137981		None		None		74.22
2025-02-19 07:20:56.325558		None		None		73.95
2025-02-19 07:20:56.507868		doc-8.3		None		75.00
2025-02-19 07:20:56.660722		doc-8.3		None		74.22
2025-02-19 07:20:56.791127		doc-8.3		None		74.22
2025-02-19 07:20:56.940048		doc-8.3		None		74.22
2025-02-19 07:20:57.093425		doc-8.3		None		74.22
2025-02-19 07:20:57.243801		doc-8.3		None		115.16
2025-02-19 07:20:57.395806		doc-8.3		None		327.90
2025-02-19 07:20:57.533400		doc-8.3		None		305.31
2025-02-19 07:20:57.686693		doc-8.3		None		303.08
2025-02-19 07:20:57.838903		doc-8.3		None		305.30
2025-02-19 07:20:57.994982		doc-8.3		None		297.34
2025-02-19 07:20:58.146385		doc-8.3		None		307.62
2025-02-19 07:20:58.277990		doc-8.3		None		285.75
2025-02-19 07:20:58.435316		doc-8.3		None		308.29
2025-02-19 07:20:58.568889		doc-8.3		None		298.31
2025-02-19 07:20:58.702953		doc-8.3		None		302.78
2025-02-19 07:20:58.856306		doc-8.3		None		299.45
2025-02-19 07:20:59.015199		doc-8.3		None		305.57
2025-02-19 07:20:59.167289		doc-8.3		None		310.03
2025-02-19 07:20:59.325588		doc-8.3		None		279.28
2025-02-19 07:20:59.468077		doc-8.3		None		306.75
2025-02-19 07:20:59.625654		doc-8.3		None		304.52
2025-02-19 07:20:59.785491		doc-8.3		None		286.71
2025-02-19 07:20:59.946507		doc-8.3		None		310.17
2025-02-19 07:21:00.106152		doc-8.3		None		306.94
2025-02-19 07:21:00.266340		doc-8.3		None		260.06
2025-02-19 07:21:00.409227		doc-8.3		None		299.51
2025-02-19 07:21:00.579497		doc-8.3		None		305.69
2025-02-19 07:21:00.738345		doc-8.3		None		308.19
2025-02-19 07:21:00.897647		doc-8.3		None		281.92
2025-02-19 07:21:01.059774		doc-8.3		None		311.37
2025-02-19 07:21:01.217125		doc-8.3		None		293.28
2025-02-19 07:21:01.378399		doc-8.3		None		270.07
2025-02-19 07:21:01.538213		doc-8.3		None		299.90
2025-02-19 07:21:01.697610		doc-8.3		None		304.53
2025-02-19 07:21:01.859054		doc-8.3		None		309.30
2025-02-19 07:21:02.018355		doc-8.3		None		296.28
2025-02-19 07:21:02.154170		doc-8.3		None		303.58
2025-02-19 07:21:02.314833		doc-8.3		None		305.60
2025-02-19 07:21:02.476867		doc-8.3		None		307.42
2025-02-19 07:21:02.619136		doc-8.3		None		296.47
2025-02-19 07:21:02.778025		doc-8.3		None		304.35
2025-02-19 07:21:02.917499		doc-8.3		None		307.13
2025-02-19 07:21:03.078517		doc-8.3		None		280.19
2025-02-19 07:21:03.237952		doc-8.3		None		300.38
2025-02-19 07:21:03.381833		doc-8.3		None		299.80
2025-02-19 07:21:03.568581		doc-8.3		None		78.32
2025-02-19 07:21:03.703312		doc-8.3		None		332.05
2025-02-19 07:21:03.856322		doc-8.3		None		296.37
2025-02-19 07:21:04.026418		doc-8.3		None		305.44
2025-02-19 07:21:04.178686		doc-8.3		None		303.94
2025-02-19 07:21:04.331851		doc-8.3		None		297.54
2025-02-19 07:21:04.482761		doc-8.3		None		302.95
2025-02-19 07:21:04.634444		doc-8.3		None		312.32
2025-02-19 07:21:04.771358		doc-8.3		None		291.57
2025-02-19 07:21:04.922705		doc-8.3		None		296.18
2025-02-19 07:21:05.074461		doc-8.3		None		299.15
2025-02-19 07:21:05.213429		doc-8.3		None		298.68
2025-02-19 07:21:05.366393		doc-8.3		None		316.62
2025-02-19 07:21:05.518407		doc-8.3		None		280.94
2025-02-19 07:21:05.673053		doc-8.3		None		266.52
2025-02-19 07:21:05.834657		doc-8.3		None		306.47
2025-02-19 07:21:05.995197		doc-8.3		None		309.93
2025-02-19 07:21:06.137162		doc-8.3		None		300.28
2025-02-19 07:21:06.278893		doc-8.3		None		297.01
2025-02-19 07:21:06.438375		doc-8.3		None		307.61
2025-02-19 07:21:06.598500		doc-8.3		None		301.94
2025-02-19 07:21:06.740929		doc-8.3		None		302.50
2025-02-19 07:21:06.880951		doc-8.3		None		301.16
2025-02-19 07:21:07.020936		doc-8.3		None		307.62
