2025-02-14 21:51:44.560092		None		None		75.00
2025-02-14 21:51:44.789010		None		None		75.51
2025-02-14 21:51:45.012588		None		None		75.88
2025-02-14 21:51:45.236420		None		None		75.30
2025-02-14 21:51:45.438153		None		None		75.10
2025-02-14 21:51:45.660250		None		None		75.39
2025-02-14 21:51:45.885426		None		None		75.22
2025-02-14 21:51:46.108397		None		None		75.39
2025-02-14 21:51:46.345311		None		None		75.10
2025-02-14 21:51:46.564148		None		None		75.49
2025-02-14 21:51:46.763204		None		None		75.30
2025-02-14 21:51:46.984014		None		None		75.10
2025-02-14 21:51:47.200108		None		None		75.29
2025-02-14 21:51:47.432198		None		None		75.49
2025-02-14 21:51:47.693117		doc-8.3		None		75.32
2025-02-14 21:51:47.843841		doc-8.3		None		75.10
2025-02-14 21:51:47.991140		doc-8.3		None		76.19
2025-02-14 21:51:48.139635		doc-8.3		None		75.30
2025-02-14 21:51:48.307000		doc-8.3		None		75.10
2025-02-14 21:51:48.457246		doc-8.3		None		76.63
2025-02-14 21:51:48.612370		doc-8.3		None		326.01
2025-02-14 21:51:48.767464		doc-8.3		None		298.30
2025-02-14 21:51:48.919259		doc-8.3		None		305.97
2025-02-14 21:51:49.070683		doc-8.3		None		297.99
2025-02-14 21:51:49.205657		doc-8.3		None		308.20
2025-02-14 21:51:49.359062		doc-8.3		None		300.58
2025-02-14 21:51:49.509852		doc-8.3		None		259.23
2025-02-14 21:51:49.663605		doc-8.3		None		290.81
2025-02-14 21:51:49.819782		doc-8.3		None		305.14
2025-02-14 21:51:49.971074		doc-8.3		None		296.74
2025-02-14 21:51:50.122818		doc-8.3		None		299.72
2025-02-14 21:51:50.278687		doc-8.3		None		301.57
2025-02-14 21:51:50.430531		doc-8.3		None		302.63
2025-02-14 21:51:50.590092		doc-8.3		None		228.68
2025-02-14 21:51:50.749498		doc-8.3		None		278.55
2025-02-14 21:51:50.889652		doc-8.3		None		296.26
2025-02-14 21:51:51.048860		doc-8.3		None		306.94
2025-02-14 21:51:51.186271		doc-8.3		None		305.39
2025-02-14 21:51:51.344988		doc-8.3		None		287.58
2025-02-14 21:51:51.505385		doc-8.3		None		298.01
2025-02-14 21:51:51.665626		doc-8.3		None		300.76
2025-02-14 21:51:51.825804		doc-8.3		None		286.62
2025-02-14 21:51:51.966999		doc-8.3		None		297.13
2025-02-14 21:51:52.107812		doc-8.3		None		307.99
2025-02-14 21:51:52.265902		doc-8.3		None		307.62
2025-02-14 21:51:52.407124		doc-8.3		None		297.72
2025-02-14 21:51:52.546295		doc-8.3		None		301.24
2025-02-14 21:51:52.687390		doc-8.3		None		299.17
2025-02-14 21:51:52.844670		doc-8.3		None		278.01
2025-02-14 21:51:53.001436		doc-8.3		None		295.51
2025-02-14 21:51:53.161445		doc-8.3		None		304.43
2025-02-14 21:51:53.301832		doc-8.3		None		305.39
2025-02-14 21:51:53.461775		doc-8.3		None		309.44
2025-02-14 21:51:53.621008		doc-8.3		None		301.34
2025-02-14 21:51:53.781349		doc-8.3		None		297.53
2025-02-14 21:51:53.943802		doc-8.3		None		301.82
2025-02-14 21:51:54.084152		doc-8.3		None		281.63
2025-02-14 21:51:54.223987		doc-8.3		None		307.61
2025-02-14 21:51:54.363475		doc-8.3		None		306.65
2025-02-14 21:51:54.521587		doc-8.3		None		279.51
2025-02-14 21:51:54.661607		doc-8.3		None		298.40
2025-02-14 21:51:54.836493		doc-8.3		None		89.17
2025-02-14 21:51:54.993757		doc-8.3		None		79.78
2025-02-14 21:51:55.153290		doc-8.3		None		297.92
2025-02-14 21:51:55.306227		doc-8.3		None		302.04
2025-02-14 21:51:55.441035		doc-8.3		None		305.02
2025-02-14 21:51:55.596950		doc-8.3		None		308.30
2025-02-14 21:51:55.750156		doc-8.3		None		298.58
2025-02-14 21:51:55.902047		doc-8.3		None		301.27
2025-02-14 21:51:56.056332		doc-8.3		None		287.41
2025-02-14 21:51:56.210634		doc-8.3		None		303.25
2025-02-14 21:51:56.362451		doc-8.3		None		297.61
2025-02-14 21:51:56.516648		doc-8.3		None		306.36
2025-02-14 21:51:56.670692		doc-8.3		None		302.74
2025-02-14 21:51:56.822064		doc-8.3		None		298.58
2025-02-14 21:51:56.976723		doc-8.3		None		285.12
2025-02-14 21:51:57.136701		doc-8.3		None		291.90
2025-02-14 21:51:57.278939		doc-8.3		None		145.41
2025-02-14 21:51:57.437750		doc-8.3		None		302.12
2025-02-14 21:51:57.580625		doc-8.3		None		305.48
2025-02-14 21:51:57.742363		doc-8.3		None		308.73
2025-02-14 21:51:57.881097		doc-8.3		None		308.86
2025-02-14 21:51:58.041764		doc-8.3		None		299.36
2025-02-14 21:51:58.201911		doc-8.3		None		309.92
2025-02-14 21:51:58.361371		doc-8.3		None		306.93
2025-02-14 21:51:58.542079		doc-8.3		None		283.75
2025-02-14 21:51:58.701382		doc-8.3		None		301.15
2025-02-14 21:51:58.841526		doc-8.3		None		308.10
2025-02-14 21:51:58.980711		doc-8.3		None		305.48
2025-02-14 21:51:59.121135		doc-8.3		None		297.82
2025-02-14 21:51:59.281550		doc-8.3		None		312.00
2025-02-14 21:51:59.422602		doc-8.3		None		304.72
2025-02-14 21:51:59.579391		doc-8.3		None		272.28
2025-02-14 21:51:59.719681		doc-8.3		None		295.11
2025-02-14 21:51:59.877915		doc-8.3		None		308.87
2025-02-14 21:52:00.038930		doc-8.3		None		307.33
2025-02-14 21:52:00.198061		doc-8.3		None		304.13
2025-02-14 21:52:00.339335		doc-8.3		None		306.37
2025-02-14 21:52:00.487845		doc-8.3		None		83.26
2025-02-14 21:52:00.637048		doc-8.3		None		317.71
2025-02-14 21:52:00.796065		doc-8.3		None		308.37
2025-02-14 21:52:00.935651		doc-8.3		None		310.68
2025-02-14 21:52:01.086626		doc-8.3		None		308.19
2025-02-14 21:52:01.238262		doc-8.3		None		312.33
2025-02-14 21:52:01.395249		doc-8.3		None		305.68
2025-02-14 21:52:01.545623		doc-8.3		None		271.13
2025-02-14 21:52:01.695486		doc-8.3		None		289.85
2025-02-14 21:52:01.835358		doc-8.3		None		301.28
2025-02-14 21:52:01.986399		doc-8.3		None		312.60
2025-02-14 21:52:02.138181		doc-8.3		None		295.97
2025-02-14 21:52:02.275330		doc-8.3		None		299.44
2025-02-14 21:52:02.425827		doc-8.3		None		290.82
2025-02-14 21:52:02.558750		doc-8.3		None		291.64
2025-02-14 21:52:02.713412		doc-8.3		None		308.82
2025-02-14 21:52:02.865512		doc-8.3		None		298.18
2025-02-14 21:52:02.999720		doc-8.3		None		302.15
2025-02-14 21:52:03.176697		doc-8.3		None		299.83
2025-02-14 21:52:03.338894		doc-8.3		None		290.38
2025-02-14 21:52:03.497085		doc-8.3		None		305.01
2025-02-14 21:52:03.657579		doc-8.3		None		308.85
2025-02-14 21:52:03.798181		doc-8.3		None		281.21
2025-02-14 21:52:03.957539		doc-8.3		None		294.45
2025-02-14 21:52:04.117205		doc-8.3		None		287.87
2025-02-14 21:52:04.277881		doc-8.3		None		303.76
2025-02-14 21:52:04.418594		doc-8.3		None		284.87
2025-02-14 21:52:04.558532		doc-8.3		None		298.68
2025-02-14 21:52:04.716779		doc-8.3		None		307.04
2025-02-14 21:52:04.857186		doc-8.3		None		303.93
2025-02-14 21:52:05.018667		doc-8.3		None		285.29
2025-02-14 21:52:05.177757		doc-8.3		None		286.82
2025-02-14 21:52:05.338548		doc-8.3		None		305.39
2025-02-14 21:52:05.498156		doc-8.3		None		282.28
2025-02-14 21:52:05.640149		doc-8.3		None		297.14
2025-02-14 21:52:05.797752		doc-8.3		None		305.77
2025-02-14 21:52:05.957624		doc-8.3		None		307.51
2025-02-14 21:52:06.117306		doc-8.3		None		278.32
2025-02-14 21:52:06.278087		doc-8.3		None		295.98
2025-02-14 21:52:06.438891		doc-8.3		None		302.97
2025-02-14 21:52:06.598000		doc-8.3		None		304.23
2025-02-14 21:52:06.755150		doc-8.3		None		285.10
2025-02-14 21:52:06.897382		doc-8.3		None		307.22
2025-02-14 21:52:07.056810		doc-8.3		None		304.33
2025-02-14 21:52:07.214331		doc-8.3		None		273.85
